Show_Id,Cast,Country,Date_Added,Description,Director,Duration,Listed_In,Rating,Release_Year,Title,Type
S0081,Erma Fatima   Rahim Razali   Umie Aida   Nora Danish,Null,2017-09-29,A woman with an entrepreneurial spirit takes life into her own hands by starting a beauty cream business that inspires other women to take chances.,Null,1 Season,International TV Shows   TV Comedies   TV Dramas,TV-PG,2015,Mak Cun,TV Show
S0082,Robert Redford   Jane Fonda   Bruce Dern   Matthias Schoenaerts   Iain Armitage   Judy Greer   Phyllis Somerville,United States,2017-09-29,After widowed neighbors Addie and Louis begin sleeping in bed together platonically to alleviate their loneliness   a real romance begins to blossom.,Ritesh Batra,103 min,Dramas   Romantic Movies,TV-14,2017,Our Souls at Night,Movie
S0083,Null,Null,2017-09-29,Picking up 40 years after six were convicted for two strange murders in Iceland   this chilling documentary proves confessions can’t always be trusted.,Dylan Howitt,85 min,Documentaries   International Movies,TV-14,2017,Out of Thin Air,Movie
S0084,Paul Hollywood,United Kingdom,2017-09-29,Gear up for a fast-paced journey as celebrity chef and avid auto enthusiast Paul Hollywood takes in the cars and culture of France   Italy and Germany.,Null,1 Season,British TV Shows   Docuseries   International TV Shows,TV-14,2017,Paul Hollywood..s Big Continental Road Trip,TV Show
S0085,Sara Ali   Remy Ishak   Rita Rudaini   Mirza Salihovic   Hafizul Kamal   Miller Khan,Null,2017-09-29,A man haunted by his wife..s affair moves to Sarajevo and starts to love again   until fate forces him to choose between his new life and old loyalty.,Null,1 Season,International TV Shows   TV Dramas,TV-14,2014,Satu Hari,TV Show
S0086,Karen Strassman   Celeste Henderson   Wendee Lee   TJ Smith   America Young   Rachel Staman   Laura Bailey,United States,2015-09-29,Cleo is invited to a gala in the big city celebrating a magical comet and brings her best friends along. But the sinister Nefera has other plans.,William Lau,72 min,Children & Family Movies   Music & Musicals,TV-Y7,2015,Monster High: Boo York   Boo York,Movie
S0087,Null,Null,2019-09-28,An in-depth look at the full-cycle breeding program for bluefin Kindai tuna pioneered by Kinki University’s Aqua Culture Research Institute.,Mana Yasuda,45 min,Documentaries   International Movies,TV-G,2019,Cultivating the Seas: History and Future of the Full-Cycle Cultured Kindai Tuna,Movie
S0088,Nikolaj Coster-Waldau   Carice van Houten   Eriq Ebouaney   Guy Pearce   Mohammed Azaay   Søren Malling   Paprika Steen   Helena Kaittani,Denmark   France   Italy   Belgium   Netherlands,2019-09-28,A Copenhagen police officer hunts for the man who attacked his partner   only to stumble into a high-stakes game of espionage.,Brian De Palma,89 min,International Movies   Thrillers,R,2019,Domino,Movie
S0089,Fuka Koshiba   Tom Fujita   Hidetoshi Hoshida   Hiroto Kanai   Ryosuke Yusa   Shuri Tanaka   Chal Inoue   Takashi Taniguchi   Takeshi Masu,Null,2019-09-28,A clumsy but cheerful fisheries student struggles to find her place at a research institute renowned for its tuna cultivation. The work isn..t easy.,Mana Yasuda,90 min,Dramas   International Movies,TV-PG,2019,TUNA GIRL,Movie
S0090,Herjunot Ali   Raline Shah   Fedi Nuril   Pevita Pearce   Saykoji   Denny Sumargo   Didi Petet   Firrina Sinatrya,Indonesia,2018-09-28,Five friends embark on a mission to climb the highest peak in Java   overcoming obstacles on the way and discovering the true meaning of friendship.,Rizal Mantovani,126 min,Dramas   International Movies,TV-14,2012,5CM,Movie
S0091,Li Yi Feng   Zhou Dongyu   Michael Douglas   Bingkun Cao   Ge Wang   Keanu Chi   Zhang Jungyi   Yijuan Li   Su Ke,China,2018-09-28,An unlucky   debt-ridden teen resorts to his math skills when he..s forced into a deadly tournament of rock-paper-scissors run by a diabolical host.,Han Yan,130 min,Action & Adventure   International Movies   Sci-Fi & Fantasy,TV-MA,2018,Animal World,Movie
S0092,Jeffrey Wright   Alexander Skarsgård   James Badge Dale   Riley Keough   Julian Black Antelope   Tantoo Cardinal   Macon Blair   Jonathan Whitesell   Peter McRobbie,United States,2018-09-28,In the grim Alaskan winter   a naturalist hunts for wolves blamed for killing a local boy   but he soon finds himself swept into a chilling mystery.,Jeremy Saulnier,126 min,Action & Adventure   Dramas,TV-MA,2018,Hold the Dark,Movie
S0093,Null,United States,2018-09-28,Two priests – one from Dunblane   Scotland   the other from Newtown   Connecticut – bond over school tragedies that occurred 16 years apart.,Kim A. Snyder,24 min,Documentaries,TV-PG,2018,Lessons from a School Shooting: Notes from Dunblane,Movie
S0094,Null,United States,2018-09-28,These Mexico City socialites may lead opulent lives   but a peek behind the curtain reveals a tangled web of intrigue   envy and personal struggles.,Null,1 Season,International TV Shows   Reality TV   Spanish-Language TV Shows,TV-MA,2018,Made in Mexico,TV Show
S0095,Raditya Dika   Annisa Rawles   Chandra Liow   Pandji Pragiwaksono   Babe Cabita   Elvira Devinamira   Tinna Harahap   Pevita Pearce   Rinna Hassim   Dede Yusuf   Dewi Hughes,Indonesia,2018-09-28,Unemployed and immature   a somewhat pathetic bachelor sets his sights on finding a date for the wedding of his younger   more successful brother.,Raditya Dika,127 min,Comedies   International Movies   Romantic Movies,TV-PG,2015,Single,Movie
S0096,Jessica Mila   Denny Sumargo   Citra Prima   Bianca Hello   Epy Kusnandar   Anita Hara   Derry Drajat   Voke Victoria   Shofia Shireen   Afdhal Yusman,Indonesia,2018-09-28,When her little sister claims she sees the dead   Alia consults a psychic   who opens her own eyes to the vengeful ghosts haunting their childhood home.,Rocky Soraya,108 min,Horror Movies   International Movies,TV-MA,2018,The 3rd Eye,Movie
S0097,Herjunot Ali   Pevita Pearce   Reza Rahadian   Randy Nidji   Gesya Shandy   Kevin Andrean   Arzetti Bilbina,Indonesia,2018-09-28,When a young man leaves home to fulfill the wishes of his late father   he meets and falls in love with a woman from a very different background.,Sunil Soraya,163 min,Dramas   International Movies   Romantic Movies,TV-14,2013,The Sinking Of Van Der Wijck,Movie
S0098,Null,Spain,2018-09-28,Lawmakers and activists with conflicting ideologies speak about the complexities of Catalonia..s politics and the fight for its independence from Spain.,Álvaro Longoria   Gerardo Olivares,117 min,Documentaries   International Movies,TV-MA,2018,Two Catalonias,Movie
S0099,Null,Ireland   United Kingdom,2017-09-28,In 1981   an imprisoned Irish Republican Army soldier went on a hunger strike that galvanized his movement and made him a controversial global icon.,Brendan Byrne,106 min,Documentaries,TV-14,2016,Bobby Sands: 66 Days,Movie
S0100,Emraan Hashmi   Viineet Kumar   Sobhita Dhulipala   Jaideep Ahlawat   Kirti Kulhari   Sohum Shah   Rajit Kapoor   Danish Hussain,India,2019-09-27,Years after a disastrous job in Balochistan   a former Indian spy must confront his past when he returns to lead an unsanctioned hostage-rescue mission.,Null,1 Season,International TV Shows   TV Action & Adventure   TV Dramas,TV-MA,2019,Bard of Blood,TV Show
S0101,Gupse Özay   Eda Ece   Aksel Bonfil   Derya Alabora   Esin Eden   Hülya Duyar   Ali Çelik   Mert Öner,Turkey,2019-09-27,While chasing her dream of becoming a chef   Zeliha cooks up trouble in the kitchen with her wild   kooky and unsuspecting ways.,Gupse Özay,102 min,Comedies   International Movies,TV-PG,2018,Deliha 2,Movie
S0102,Nicolas Cantu   Brennley Brown   Zach Callison   Skai Jackson   Noah Kaye Bentley   Andre Robinson   Marsai Martin,Null,2019-09-27,Twins Dak and Leyla and their dragon friends devote their lives to rescuing others   defending their home of Huttsgalor and having fun along the way.,Null,1 Season,Kids.. TV   TV Comedies,TV-Y,2019,Dragons: Rescue Riders,TV Show
S0103,Boyd Holbrook   Michael C. Hall   Cleopatra Coleman   Bokeem Woodbine   Rudi Dharmalingam   Rachel Keller,United States,2019-09-27,A Philadelphia detective slowly unravels as he nurses a lifelong obsession with an enigmatic female serial killer whose crimes defy explanation.,Jim Mickle,116 min,Dramas   Sci-Fi & Fantasy   Thrillers,TV-MA,2019,In the Shadow of the Moon,Movie
S0104,Edin Hasanovic   Peri Baumeister   Murathan Muslu   Erdal Y?ld?z   Richy Müller   Anna Herrmann   Sahin Eryilmaz   Lisa Maria Potthoff   Carol Schuler   Dustin Jérôme Schanz   Nimo   Christopher Schärf   Slavko Popadic,Null,2019-09-27,A hip-hop producer gets hurled into the violent world of organized crime when the record label he signs to becomes the center of a deadly drug business.,Null,1 Season,Crime TV Shows   International TV Shows   TV Dramas,TV-MA,2019,Skylines,TV Show
S0105,Null,United States,2019-09-27,In this anime visual album   a mysterious driver heads deep into a postapocalyptic hellscape toward a ferocious showdown with two monstrous opponents.,Jumpei Mizusaki   Koji Morimoto   Michael Arias   Masaru Matsumoto   Arthell Isom   Henry Thurlow   Takanobu Mizuno   Elsa Nakamichi   Hajime Sasaki   Shinji Takagi,42 min,Anime Features   Music & Musicals   Sci-Fi & Fantasy,TV-MA,2019,Sturgill Simpson Presents Sound & Fury,Movie
S0106,Ben Platt   Gwyneth Paltrow   Jessica Lange   Zoey Deutch   Lucy Boynton   Bob Balaban   David Corenswet   Julia Schlaepfer   Laura Dreyfuss   Theo Germaine   Rahne Jones   Benjamin Barrett,United States,2019-09-27,Rich kid Payton has always known he..s going to be president. But first he has to navigate the most treacherous political landscape of all: high school.,Null,1 Season,TV Comedies   TV Dramas   Teen TV Shows,TV-14,2019,The Politician,TV Show
S0107,Liu Kai Chi   Lam Yiu-sing   Tony Tsz-Tung Wu   Poon Chan-leung   Sun Li Man   Tam Sin Yin   Sham Ka Ki   Wang Simin   Jan Lamb,Hong Kong,2018-09-27,In 1980s Hong Kong   a school principal forms a baseball team with an eclectic crew of local students who soon fight their way to the top of the league.,Chi Fat Chan,95 min,Dramas   Independent Movies   International Movies,TV-14,2016,Weeds on Fire,Movie
S0108,Loubna Abidar   Asmaa Lazrak   Halima Karaouane   Sara El Mhamdi Elaaloui   Abdellah Didane   Danny Boushebel   Carlo Brandt   Camélia Montassere,France   Morocco,2017-09-27,Four friends who make their living as prostitutes in Morocco deal with both the dangers and stigma that come with their profession.,Nabil Ayouch,104 min,Dramas   Independent Movies   International Movies,TV-MA,2015,Much Loved,Movie
S0109,Ben Affleck   Mark Hamill   Richard Herd   Maureen McGovern   Jodi Benson   Judith Light   James Eckhouse   Richard McGonagle   David Campbell   Steven Weber   Dan Castellaneta   Rene Auberjonois   Ken Hudson Campbell   Tom Virtue   Jeff Bennett,United States,2011-09-27,With his gift of dream interpretation and his brilliantly colored coat   Joseph inspires jealousy in his brothers in this animated Bible story.,Rob LaDuca   Robert C. Ramirez,75 min,Children & Family Movies   Dramas   Faith & Spirituality,TV-PG,2000,Joseph: King of Dreams,Movie
S0110,Meezaan Jaffrey   Sharmin Segal   Chinmaya Surve   Anil Gawas   Sonal Jha   Sanjay Gurbaxani   Sameer Dharmadhikari   Deepak Damle,India,2019-09-26,Class divides become thorns in the budding romance between the crony of a nativist Mumbai politician and the new   North Indian resident of his chawl.,Mangesh Hadawale,133 min,International Movies   Romantic Movies,TV-14,2019,Malaal,Movie
S0111,Tony Leung Chiu-wai   Zhang Ziyi   Chang Chen   Xiao Shen-Yang   Zhao Benshan   Song Hye-kyo   Wang Qingxiang   Zhang Jin   Lo Hoi-pang   Cung Le   Julian Cheung,Hong Kong   China,2019-09-26,As the Japanese invasion looms   Chinese kung fu master Ip Man..s world changes when rival master Gong Er and her father arrive in his village.,Wong Kar Wai,108 min,Action & Adventure   Dramas   International Movies,PG-13,2013,The Grandmaster,Movie
S0112,Ignacio Serricchio   Ana Claudia Talancón   Flavio Medina   Luis Felipe Tovar   Mariana Seoane   Guy Ecker   Isabella Castillo   Bradley Stryker   Gustavo Sánchez Parra   Leonardo Ortizgris   Alejandro Calva   Rodrigo Oviedo   Ramón Medína   Erik Hayser   Tiaré Scanda,Mexico,2019-09-26,A former Marine poses as an inmate inside a Mexican prison in order to infiltrate a gang suspected of kidnapping a U.S. judge..s teen daughter.,Null,1 Season,Crime TV Shows   International TV Shows   Spanish-Language TV Shows,TV-MA,2018,The Inmate,TV Show
S0113,Toby Kebbell   Maggie Grace   Ryan Kwanten   Ralph Ineson   Melissa Bolona   Ben Cross   Jamie Andrew Cutler,United States,2018-09-26,A deadly hurricane with mile-high waves provides the perfect cover for stealing $600 million from a U.S. Treasury outpost in Mississippi.,Rob Cohen,103 min,Action & Adventure,PG-13,2018,The Hurricane Heist,Movie
S0114,Dave Chappelle   Steve Harvey   Cedric the Entertainer   Martin Lawrence   Tiffany Haddish   Katt Williams   Craig Robinson   D.L. Hughley   Eddie Griffin   J.B. Smoove   Joe Torry   Kid Capri   Mike Epps   Sheryl Underwood   Tracy Morgan   Deon Cole,United States,2017-09-26,In this special live event   giants of stand-up come together to commemorate the 25th anniversary of Russell Simmons..s groundbreaking .....Def Comedy Jam......,Louis J. Horvitz,82 min,Stand-Up Comedy,TV-MA,2017,Def Comedy Jam 25,Movie
S0115,Peter Martins   Sean Suozzi   Gretchen Smith   Ashley Laracey   Tiler Peck   Damian Woetzel   Albert Evans   Sterling Hyltin   Craig Hall   Peter Boal   Karen Young   Michelle Rodriguez   Jock Soto   Adam Barrett,United States,2017-09-26,After 30 years with the New York City Ballet   celebrated dancer Wendy Whelan redefines herself as an artist in a new stage of life.,Linda Saffire   Adam Schlesinger,94 min,Documentaries,TV-MA,2016,Restless Creature: Wendy Whelan,Movie
S0116,Null,United States,2014-09-26,This award-winning   original documentary chronicles the race for market leadership in 3D printing   the next wave of technological evolution.,Luis Lopez   Clay Tweel,100 min,Documentaries,TV-14,2014,Print the Legend,Movie
S0117,Null,United States   Mexico,2019-09-25,Bird watchers on both sides of the U.S.-Mexico border share their enthusiasm for protecting and preserving some of the world..s most beautiful species.,Otilia Portillo Padua,38 min,Documentaries   International Movies,TV-G,2019,Birders,Movie
S0118,Ngo Thanh Van   Phan Thanh Nhien   Mai Cat Vi   Thanh Hoa   Pham Anh Khoa,Vietnam,2019-09-25,When traffickers kidnap her daughter from their village   vengeful Hai Phuong returns to Saigon – and her outlaw roots – to take down the abductors.,Le Van Kiet,97 min,Action & Adventure   Dramas   International Movies,TV-MA,2019,Furie,Movie
S0119,Bronwen Mantel   Mel Brooks   Maddie Ziegler   Dane DeHaan   Julie Khaner   Elle Fanning   Terrence Scammell   Tamir Kapelian   Carly Rae Jepsen,France   Canada,2019-09-25,Félicie and Victor   two young friends in 1880s France   escape from an orphanage to pursue their dreams in Paris   the glittering City of Lights.,Eric Summer   Éric Warin,89 min,Children & Family Movies   Comedies,PG,2016,Leap!,Movie
